TREATMENT,YEAR,TO_STREET,PROJECT_ID,COMMENTS,Shape__Length,OBJECTID,the_geom,CREATED_BY,MODIFIED_DATE,PW_CURRENT_YR_SERVICE_PLAN_ID,FROM_STREET,FULL_STREET_NAME,CREATED_DATE,MODIFIED_BY,PROJECT_DESCRIPTION
SLCT6,2022,Lupine Ln,97384,"Not all segments may have been mapped or labelled correctly, actual work scheduling is contingent to utility clearance, available funding, and other factors; for questions/comments contact Travis Christopher at travis.christopher@austintexas.gov",779.7710413,553,"MULTILINESTRING ((-97.732153656757 30.246413300236, -97.732153095125 30.246174256433, -97.732304845911 30.24584685638, -97.732664185208 30.245295832249, -97.733165108735 30.244486398546))",BSHARMA,,483,Riverside Dr E,SUMMIT ST,8/22/2021 19:00,,SLCT6 on SUMMIT ST from Riverside Dr E to Lupine Ln
CRCKSL,2022,Burnet Ln,116020,"Not all segments may have been mapped or labelled correctly, actual work scheduling is contingent to utility clearance, available funding, and other factors; for questions/comments contact Travis Christopher at travis.christopher@austintexas.gov",2198.025474,694,"MULTILINESTRING ((-97.732358452085 30.337138924648, -97.732581077177 30.337128230867, -97.732854800588 30.337176908143, -97.733072149471 30.33725491559, -97.733850697587 30.33763545407, -97.734135677882 30.337767747646, -97.737614310891 30.339408668489, -97.738537897847 30.339848166064))",BSHARMA,,746,Arroyo Seco,PAYNE AVE,8/22/2021 19:00,,CRCKSL on PAYNE AVE from Arroyo Seco to Burnet Ln
Overlay,2022,Bluff St,96888,"Not all segments may have been mapped or labelled correctly, actual work scheduling is contingent to utility clearance, available funding, and other factors; for questions/comments contact Travis Christopher at travis.christopher@austintexas.gov",330.7540609,34,"MULTILINESTRING ((-97.759835856107 30.259769631004, -97.75982391843 30.259749176287, -97.759811058986 30.259719324426, -97.75980602172 30.259695542896, -97.759802517874 30.25965702289, -97.759804782369 30.259613668156, -97.759811559219 30.259573374418, -97.759827445129 30.259531283411, -97.759857131057 30.259482566264, -97.759888839855 30.259444726045, -97.759916754945 30.259419653664, -97.759943404211 30.259400469063, -97.759978818591 30.25937931525, -97.7600217094 30.259361749505, -97.760081258945 30.259343225675, -97.760147063307 30.25931825415, -97.760224502889 30.259283477562, -97.760329403369 30.259226397173, -97.760436694933 30.259154485431))",BSHARMA,,63,Hillmont St,JOSEPHINE ST,8/22/2021 19:00,,Overlay on JOSEPHINE ST from Hillmont St to Bluff St
SLCT6,2022,2314,97299,"Not all segments may have been mapped or labelled correctly, actual work scheduling is contingent to utility clearance, available funding, and other factors; for questions/comments contact Travis Christopher at travis.christopher@austintexas.gov",295.669794,429,"MULTILINESTRING ((-97.75261298075 30.194315718529, -97.752471573203 30.194362291451, -97.752197521244 30.194435536156, -97.75190691774 30.194512049495, -97.751720144498 30.194558422022))",BSHARMA,,413,Peppertree Pkwy,PEPPERTREE CT,8/22/2021 19:00,,SLCT6 on PEPPERTREE CT from Peppertree Pkwy to 2314
CRCKSL,2022,Magnolia Mound Trl,115989,"Not all segments may have been mapped or labelled correctly, actual work scheduling is contingent to utility clearance, available funding, and other factors; for questions/comments contact Travis Christopher at travis.christopher@austintexas.gov",192.0578689,777,"MULTILINESTRING ((-97.746856199373 30.437527353602, -97.747460832692 30.437461123236))",BSHARMA,,715,6201,MAGNOLIA MOUND CV,8/22/2021 19:00,,CRCKSL on MAGNOLIA MOUND CV from 6201 to Magnolia Mound Trl
Overlay,2022,Peaceful Hill Ln,116104,"Not all segments may have been mapped or labelled correctly, actual work scheduling is contingent to utility clearance, available funding, and other factors; for questions/comments contact Travis Christopher at travis.christopher@austintexas.gov",1003.671339,818,"MULTILINESTRING ((-97.790269146192 30.178272325423, -97.790952313492 30.178415158826, -97.791835608755 30.178501455394, -97.793420297874 30.178519155116))",BSHARMA,,820,Beaver Brook Ln,BALDRIDGE DR,8/22/2021 19:00,,Overlay on BALDRIDGE DR from Beaver Brook Ln to Peaceful Hill Ln
CRCKSL,2022,47Th St W,116048,"Not all segments may have been mapped or labelled correctly, actual work scheduling is contingent to utility clearance, available funding, and other factors; for questions/comments contact Travis Christopher at travis.christopher@austintexas.gov",1994.103691,748,"MULTILINESTRING ((-97.747355279621 30.313589934806, -97.746673355262 30.314668064819, -97.745988689528 30.315729634157), (-97.745127751243 30.317098430935, -97.744267452354 30.318442482292, -97.743423931218 30.319751112847))",BSHARMA,,774,42Nd St W,SHOALWOOD AVE,8/22/2021 19:00,,CRCKSL on SHOALWOOD AVE from 42Nd St W to 47Th St W
SLCT6,2022,Barton Skwy,97315,"Not all segments may have been mapped or labelled correctly, actual work scheduling is contingent to utility clearance, available funding, and other factors; for questions/comments contact Travis Christopher at travis.christopher@austintexas.gov",1334.133978,442,"MULTILINESTRING ((-97.781312227602 30.248266487274, -97.781591741273 30.247878759981, -97.781781233123 30.247780772633, -97.781983940759 30.247782059588, -97.78243708186 30.24794395808, -97.783491489492 30.247170211605, -97.783923705281 30.246697508777, -97.784455563919 30.246290044442))",BSHARMA,,426,La Casa Dr,RAE DELL AVE,8/22/2021 19:00,,SLCT6 on RAE DELL AVE from La Casa Dr to Barton Skwy
SLCT6,2022,4019,97157,"Not all segments may have been mapped or labelled correctly, actual work scheduling is contingent to utility clearance, available funding, and other factors; for questions/comments contact Travis Christopher at travis.christopher@austintexas.gov",367.9904884,253,"MULTILINESTRING ((-97.768111357023 30.345739117111, -97.767929706959 30.346520567785, -97.767934305367 30.346735186299))",BSHARMA,,290,Dry Creek Dr,GLENGARRY DR,8/22/2021 19:00,,SLCT6 on GLENGARRY DR from Dry Creek Dr to 4019
SLCT6,2022,Red River St,97176,"Not all segments may have been mapped or labelled correctly, actual work scheduling is contingent to utility clearance, available funding, and other factors; for questions/comments contact Travis Christopher at travis.christopher@austintexas.gov",2149.127717,267,"MULTILINESTRING ((-97.731477104934 30.296054173229, -97.730591856853 30.295590642052, -97.729714886342 30.295231786226, -97.728951908721 30.294847737136, -97.728029018559 30.294399925051, -97.726789619192 30.293819153243, -97.725506407886 30.293218225219))",BSHARMA,,304,Duval St,HARRIS AVE,8/22/2021 19:00,,SLCT6 on HARRIS AVE from Duval St to Red River St
CRCKSL,2022,6418,115894,"Not all segments may have been mapped or labelled correctly, actual work scheduling is contingent to utility clearance, available funding, and other factors; for questions/comments contact Travis Christopher at travis.christopher@austintexas.gov",9499.124461,806,"MULTILINESTRING ((-97.833797432525 30.333338250239, -97.83337202304 30.334185300312, -97.832667478467 30.337727702414, -97.832698174626 30.338286612449, -97.833859361082 30.343125031416), (-97.814068328211 30.362667374743, -97.813941848487 30.362652678948, -97.813804645706 30.362629603944, -97.813673829286 30.362601236131, -97.813543048852 30.362571493732, -97.812928721374 30.362407303034, -97.812346498358 30.36225622683, -97.811968541743 30.362172503503, -97.811794095355 30.362136482756, -97.811674070682 30.362115118328, -97.811535177862 30.362096078113, -97.811416316275 30.362089670532, -97.811294103694 30.362091337887, -97.811174709467 30.36210529946, -97.811058276607 30.362126084941, -97.81094949589 30.362153814093, -97.810856232292 30.362187293963, -97.810721595649 30.362244410359, -97.810602686045 30.362300460798, -97.810467938422 30.362363020381, -97.810352277457 30.362413688865, -97.810262013528 30.36245129779, -97.810160990091 30.362481929204, -97.810017431981 30.362521184823, -97.809759094811 30.362578589333, -97.809593667223 30.362616066528, -97.809456419732 30.36265412555, -97.80937744341 30.362679717065, -97.809214514212 30.362741693275, -97.809090772676 30.362801745226, -97.808887268712 30.362918616428, -97.808408373741 30.363203886376, -97.807759964783 30.363624350371, -97.807430488614 30.363825676342, -97.807351261695 30.363860777812, -97.807231012253 30.363907282713, -97.807128401328 30.363937880523, -97.807021237721 30.363964290602, -97.806906355023 30.363985102911, -97.806794930304 30.363993771815, -97.80667588882 30.363994149628, -97.806569476149 30.363990678146, -97.80633838138 30.363964397762, -97.805706476179 30.363873177132, -97.804668680027 30.363731844367, -97.804508058925 30.363705602391, -97.804364758357 30.363675603753, -97.804243536209 30.363640622177, -97.804077386345 30.363585749803, -97.80377650706 30.363460699721, -97.803257309597 30.363226252692, -97.80320947734 30.36320465421, -97.80295558044 30.363119170985, -97.80279308711 30.363086976704, -97.802626546741 30.363067601372, -97.802470795448 30.363061310228, -97.80234075302 30.363065179855, -97.802202786427 30.363088200235, -97.802056979269 30.363127182619, -97.80189928566 30.363194891136, -97.801789923271 30.363260335545, -97.801687862358 30.363329141863, -97.801577823548 30.363420343272, -97.800820929813 30.364252032462, -97.800706673486 30.36436245716, -97.800600225325 30.364456946555, -97.800497940611 30.364535401187, -97.800268643073 30.364691876864, -97.800054689031 30.364825662488, -97.799823232077 30.36496165984, -97.799680242981 30.365039309815, -97.799569618474 30.365091085868, -97.799459265321 30.365133736112, -97.799355071308 30.365165286622, -97.799210620246 30.365201982377, -97.798900812374 30.365250179889, -97.798608252909 30.365297369866, -97.798441262283 30.365334829476, -97.798348174158 30.365360135406, -97.798242452951 30.36539063722, -97.798122268024 30.365434439667, -97.798015939666 30.365488032028, -97.797914200341 30.365544410336, -97.79744928369 30.365805328705))",BSHARMA,,620,Pearce Rd,CITY PARK RD,8/22/2021 19:00,,CRCKSL on CITY PARK RD from Pearce Rd to 6418
CRCKSL,2022,Medallion Ln,115958,"Not all segments may have been mapped or labelled correctly, actual work scheduling is contingent to utility clearance, available funding, and other factors; for questions/comments contact Travis Christopher at travis.christopher@austintexas.gov",201.8515784,607,"MULTILINESTRING ((-97.802073919332 30.444198824385, -97.802677178185 30.444385474513))",BSHARMA,,684,10101,HOSTA CV,8/22/2021 19:00,,CRCKSL on HOSTA CV from 10101 to Medallion Ln
Overlay,2022,Garden Villa Ln,96915,"Not all segments may have been mapped or labelled correctly, actual work scheduling is contingent to utility clearance, available funding, and other factors; for questions/comments contact Travis Christopher at travis.christopher@austintexas.gov",1757.998248,83,"MULTILINESTRING ((-97.767644724626 30.229455275766, -97.770042726952 30.230633670313, -97.771246063041 30.231178619125, -97.772517346299 30.231791548206))",BSHARMA,,87,1St St S,SOUTH CENTER ST,8/22/2021 19:00,,Overlay on SOUTH CENTER ST from 1St St S to Garden Villa Ln
SLCT6,2022,Basil Dr,97011,"Not all segments may have been mapped or labelled correctly, actual work scheduling is contingent to utility clearance, available funding, and other factors; for questions/comments contact Travis Christopher at travis.christopher@austintexas.gov",118.9981261,139,"MULTILINESTRING ((-97.800184416568 30.38359941319, -97.799890462097 30.383804616828))",BSHARMA,,170,7600,BASIL CV,8/22/2021 19:00,,SLCT6 on BASIL CV from 7600 to Basil Dr
SLCT6,2022,Mesa Dr,97112,"Not all segments may have been mapped or labelled correctly, actual work scheduling is contingent to utility clearance, available funding, and other factors; for questions/comments contact Travis Christopher at travis.christopher@austintexas.gov",2442.878863,191,"MULTILINESTRING ((-97.76510953408 30.343672521744, -97.765232765857 30.343718720184, -97.765318670412 30.34375913786, -97.765450716974 30.343825617606, -97.765538717538 30.343871880324, -97.765646337062 30.34393399274, -97.765705833392 30.343962274919, -97.765749725271 30.343988291883, -97.765850534384 30.344056098483, -97.765911703364 30.34410374895, -97.765970601936 30.344153306672, -97.766335559863 30.344495081932, -97.766463948642 30.344615669091, -97.766726764767 30.344848025262, -97.767365938868 30.345420676008, -97.767437957081 30.345480149245, -97.767501583457 30.345520119638, -97.767558625604 30.34555608028, -97.767615770152 30.345588192468, -97.767681872586 30.345618531112, -97.767754765525 30.3456451276, -97.767821073472 30.345667741828, -97.767922914372 30.345696870099, -97.76800928528 30.345719858093, -97.768111357023 30.345739117111, -97.769029646101 30.345940243374, -97.770065760341 30.346120477856, -97.770486581104 30.346095884777, -97.771343914292 30.345873736697, -97.77187271167 30.345843045285))",BSHARMA,,254,Mountainclimb Dr,DRY CREEK DR,8/22/2021 19:00,,SLCT6 on DRY CREEK DR from Mountainclimb Dr to Mesa Dr
CRCKSL,2022,Colony Loop Dr,115937,"Not all segments may have been mapped or labelled correctly, actual work scheduling is contingent to utility clearance, available funding, and other factors; for questions/comments contact Travis Christopher at travis.christopher@austintexas.gov",597.0131653,587,"MULTILINESTRING ((-97.641742458957 30.301145873183, -97.640977460565 30.300730997169, -97.640160533854 30.300246265149))",BSHARMA,,663,Shannon Dr,FLEETRIDGE DR,8/22/2021 19:00,,CRCKSL on FLEETRIDGE DR from Shannon Dr to Colony Loop Dr
CRCKSL,2022,5407,115880,"Not all segments may have been mapped or labelled correctly, actual work scheduling is contingent to utility clearance, available funding, and other factors; for questions/comments contact Travis Christopher at travis.christopher@austintexas.gov",459.5399874,669,"MULTILINESTRING ((-97.742110949761 30.421471294132, -97.743376201822 30.422099163742))",BSHARMA,,606,West Cow Path,BULL RUN CIR,8/22/2021 19:00,,CRCKSL on BULL RUN CIR from West Cow Path to 5407
SLCT6,2022,Bluebonnet Ln,97148,"Not all segments may have been mapped or labelled correctly, actual work scheduling is contingent to utility clearance, available funding, and other factors; for questions/comments contact Travis Christopher at travis.christopher@austintexas.gov",742.3779361,359,"MULTILINESTRING ((-97.77337861794 30.248648968641, -97.775312968911 30.249544002644, -97.775453485314 30.249609020586))",BSHARMA,,282,Goodrich Ave,FRAZIER AVE,8/22/2021 19:00,,SLCT6 on FRAZIER AVE from Goodrich Ave to Bluebonnet Ln
SLCT6,2022,Reyna St,97113,"Not all segments may have been mapped or labelled correctly, actual work scheduling is contingent to utility clearance, available funding, and other factors; for questions/comments contact Travis Christopher at travis.christopher@austintexas.gov",811.2254208,192,"MULTILINESTRING ((-97.763134262873 30.224278673679, -97.764236726017 30.224813177901, -97.765376411909 30.22536684589))",BSHARMA,,255,Congress Ave S,DUNLAP ST,8/22/2021 19:00,,SLCT6 on DUNLAP ST from Congress Ave S to Reyna St
