Treatment,Segment ID,Council District,Street Name,From Limit Street,To Limit Street,Segment Length,Segment Width,Lane Miles,Completion Date,PROJECT_ID,Resurfacing Description,Treatment Category,Most Recent Inspection Grade,Second Most Recent Inspection Grade,Third Most Recent Inspection Grade,Most Recent Inspection Year,Second Most Recent Inspection Year,Third Most Recent Inspection Year,Functional Class,Days Since Last Maintenance,Number of Maintenance Events,Average Time Between Maintenances,Street Combination,Maintenance Dates
SLURRY,2041878,2.0,PEPPER LN,MERRITT DR,PONCIANA DR,688,27.0,0.37,10/5/2016 0:00,27674,,PM Thin Surface Treatment,C,C,C,2022.0,2019.0,2017.0,Residential,2861,1,,PEPPER LN|MERRITT DR|PONCIANA DR,"['2016-10-05', '2015-12-08', '2014-11-19', '2013-10-11', '2012-10-15', '2012-03-15', '2010-12-30', '2009-05-23', '2008-05-05', '2007-08-07']"
SLURRY,2035194,2.0,SHEP ST,SWANSON LN,619,154,27.0,0.08,10/5/2016 0:00,27373,,PM Thin Surface Treatment,F,B,B,2022.0,2019.0,2017.0,Residential,2861,2,0.0,SHEP ST|619|SWANSON LN,"['2016-10-05', '2015-11-28', '2014-09-29', '2013-07-26', '2012-06-06', '2011-08-27', '2010-04-18', '2009-08-06', '2008-09-30']"
SLURRY,2034146,2.0,LARK CREEK CV,LARK CREEK DR,5007,110,27.0,0.06,10/5/2016 0:00,27657,,PM Thin Surface Treatment,F,D,D,2022.0,2019.0,2017.0,Residential,2861,1,,LARK CREEK CV|5007|LARK CREEK DR,"['2016-10-05', '2015-12-11', '2015-02-06', '2014-06-24', '2013-07-18', '2012-06-09', '2011-02-23', '2010-05-02', '2009-02-19', '2007-12-22']"
PMOL,2041400,8.0,SILVERMINE DR,STATE HWY 71  W,RACCOON RUN,934,22.0,0.37,10/5/2016 0:00,29010,,PM Overlay,F,D,F,2022.0,2019.0,2017.0,Collector,1739,2,1122.0,SILVERMINE DR|RACCOON RUN|STATE HWY 71  W,"['2016-10-05', '2013-03-26', '2010-01-08', '2006-11-23', '2002-10-07', '2000-02-26', '1997-01-31', '1993-09-05', '1991-07-05']"
SLCT6,2036214,8.0,CHATELAINE DR,CHATELAINE CV,TREEMONT DR,173,49.0,0.16,10/6/2016 0:00,28040,,PM Thin Surface Treatment,A,A,A,2021.0,2019.0,2017.0,Residential,2860,1,,CHATELAINE DR|CHATELAINE CV|TREEMONT DR,"['2016-10-06', '2015-10-31', '2015-02-15', '2013-12-14', '2012-06-22', '2011-10-07', '2010-11-14', '2009-03-14', '2007-11-15', '2006-08-23']"
SLCT6,2021544,8.0,CHATELAINE DR,TREEMONT DR,HAVRE LAFITTE DR,351,49.0,0.33,10/6/2016 0:00,28040,,PM Thin Surface Treatment,B,C,C,2021.0,2019.0,2017.0,Residential,2860,1,,CHATELAINE DR|HAVRE LAFITTE DR|TREEMONT DR,"['2016-10-06', '2015-05-14', '2014-05-03', '2013-01-28', '2012-06-28', '2011-06-07', '2010-03-25', '2008-11-23', '2008-02-24', '2006-09-24']"
SLCT6,2021545,8.0,CHATELAINE DR,HAVRE LAFITTE DR,CHATELAINE CV,353,49.0,0.33,10/6/2016 0:00,28040,,PM Thin Surface Treatment,A,B,B,2021.0,2019.0,2017.0,Residential,2855,2,5.0,CHATELAINE DR|CHATELAINE CV|HAVRE LAFITTE DR,"['2016-10-06', '2016-09-06', '2016-08-07', '2016-07-08', '2016-06-08', '2016-05-09', '2016-04-09', '2016-03-10', '2016-02-09']"
SLCT6,2021546,8.0,CHATELAINE DR,REGENTS PARK,HAVRE LAFITTE DR,922,49.0,0.86,10/6/2016 0:00,28040,,PM Thin Surface Treatment,C,B,B,2021.0,2019.0,2017.0,Residential,2860,1,,CHATELAINE DR|HAVRE LAFITTE DR|REGENTS PARK,"['2016-10-06', '2015-08-18', '2014-07-31', '2013-08-18', '2012-10-12', '2012-04-27', '2011-08-02', '2010-09-25', '2009-10-17', '2008-10-20']"
SLCT6,2021547,8.0,CHATELAINE DR,LIBERTY PARK DR,REGENTS PARK,325,49.0,0.3,10/6/2016 0:00,28040,,PM Thin Surface Treatment,C,D,D,2021.0,2019.0,2017.0,Residential,2860,1,,CHATELAINE DR|LIBERTY PARK DR|REGENTS PARK,"['2016-10-06', '2016-06-16', '2015-08-12', '2014-04-19', '2013-05-26', '2012-09-05', '2012-01-06', '2010-09-12', '2009-10-25', '2008-12-27']"
SLCT6,2021107,8.0,MONTEBELLO CT,MONTEBELLO RD,2901,164,19.0,0.06,10/6/2016 0:00,28397,,PM Thin Surface Treatment,F,C,D,2021.0,2019.0,2017.0,Residential,2860,1,,MONTEBELLO CT|2901|MONTEBELLO RD,"['2016-10-06', '2015-08-11', '2014-08-08', '2014-02-15', '2012-11-18', '2011-08-11', '2010-10-02', '2010-01-23', '2009-01-19', '2008-05-31']"
SLCT6,2033624,8.0,MONTEBELLO CT,2902,2914,278,27.0,0.14,10/6/2016 0:00,28397,,PM Thin Surface Treatment,C,C,C,2021.0,2019.0,2017.0,Residential,2860,1,,MONTEBELLO CT|2902|2914,"['2016-10-06', '2015-07-28', '2014-05-23', '2013-10-13', '2013-06-05', '2012-07-06', '2011-08-27', '2010-07-14', '2009-09-17', '2008-10-02']"
SLCT6,2033626,8.0,MONTEBELLO CT,2903,2911,189,27.0,0.1,10/6/2016 0:00,28397,,PM Thin Surface Treatment,D,B,B,2021.0,2019.0,2017.0,Residential,2860,1,,MONTEBELLO CT|2903|2911,"['2016-10-06', '2015-07-30', '2014-09-07', '2013-04-12', '2012-01-25', '2010-11-07', '2009-11-02', '2008-10-07', '2008-01-18', '2007-04-04']"
SLCT5,3377259,8.0,MONTEBELLO RD,2804,2835,764,41.0,0.59,10/6/2016 0:00,28398,,PM Thin Surface Treatment,C,C,C,2021.0,2019.0,2017.0,Collector,2860,1,,MONTEBELLO RD|2804|2835,"['2016-10-06', '2016-02-21', '2015-10-19', '2014-09-05', '2013-11-10', '2012-12-21', '2012-04-09', '2011-04-13', '2010-05-29', '2009-04-17']"
SLCT5,3194718,8.0,MONTEBELLO RD,MONTEBELLO CT,2905,516,41.0,0.78,10/6/2016 0:00,28398,,PM Thin Surface Treatment,B,C,C,2021.0,2019.0,2017.0,Collector,2860,1,,MONTEBELLO RD|2905|MONTEBELLO CT,"['2016-10-06', '2016-03-15', '2015-06-27', '2014-03-12', '2013-04-29', '2012-06-05', '2011-08-06', '2010-06-08', '2009-10-05', '2008-08-06']"
SLCT5,3377258,8.0,MONTEBELLO RD,2800,2803,162,41.0,0.13,10/6/2016 0:00,28398,,PM Thin Surface Treatment,B,D,D,2021.0,2019.0,2017.0,Collector,2860,1,,MONTEBELLO RD|2800|2803,"['2016-10-06', '2015-09-09', '2014-09-23', '2014-02-25', '2013-03-17', '2012-05-24', '2011-09-08', '2010-07-12', '2010-02-22', '2009-03-16']"
SLURRY,3291390,2.0,BUMPSTEAD DR,PISWICH BAY DR,STURMER ST,286,27.0,0.14,10/6/2016 0:00,27614,,PM Thin Surface Treatment,C,B,B,2022.0,2019.0,2017.0,Residential,2860,1,,BUMPSTEAD DR|PISWICH BAY DR|STURMER ST,"['2016-10-06', '2015-09-22', '2014-07-12', '2013-04-16', '2012-01-26', '2011-03-02', '2010-06-27', '2009-08-02', '2008-05-22', '2007-06-21']"
SLURRY,2048681,2.0,PANADERO CV,PANADERO DR,CUL DE SAC,377,27.0,0.19,10/6/2016 0:00,27615,,PM Thin Surface Treatment,D,F,F,2022.0,2019.0,2017.0,Residential,2860,1,,PANADERO CV|CUL DE SAC|PANADERO DR,"['2016-10-06', '2015-08-14', '2014-09-03', '2014-03-09', '2013-04-04', '2012-06-25', '2011-07-31', '2010-10-06', '2009-05-28', '2008-04-21']"
SLURRY,3214945,2.0,DERBY DOWNS DR,MILTON LEASE DR,EDMUNDSBURY DR,941,36.0,0.64,10/6/2016 0:00,27617,,PM Thin Surface Treatment,B,B,B,2022.0,2019.0,2017.0,Residential,2860,1,,DERBY DOWNS DR|EDMUNDSBURY DR|MILTON LEASE DR,"['2016-10-06', '2015-05-29', '2014-04-29', '2013-06-17', '2012-06-05', '2011-07-22', '2010-11-22', '2009-11-12', '2008-09-24', '2007-04-08']"
SLURRY,2034698,5.0,FOXTON CV,3000,ROCHELLE DR,374,29.0,0.21,10/6/2016 0:00,27620,,PM Thin Surface Treatment,D,C,D,2022.0,2019.0,2017.0,Residential,2860,1,,FOXTON CV|3000|ROCHELLE DR,"['2016-10-06', '2016-01-16', '2015-06-24', '2014-09-23', '2013-09-19', '2013-01-02', '2012-03-10', '2010-10-07', '2009-06-08', '2008-06-05']"
SLURRY,2034693,5.0,FOXTON CV,ROCHELLE DR,3110,274,29.0,0.15,10/6/2016 0:00,27620,,PM Thin Surface Treatment,D,B,D,2022.0,2019.0,2017.0,Residential,2860,1,,FOXTON CV|3110|ROCHELLE DR,"['2016-10-06', '2015-10-16', '2015-02-15', '2013-11-19', '2012-09-24', '2011-10-15', '2010-11-06', '2010-04-07', '2009-03-18', '2007-11-20']"
SLURRY,2035191,5.0,ALCOTT CV,10100,ALCOTT LN,264,29.0,0.12,10/6/2016 0:00,27630,,PM Thin Surface Treatment,F,F,D,2022.0,2019.0,2017.0,Residential,2860,1,,ALCOTT CV|10100|ALCOTT LN,"['2016-10-06', '2016-01-05', '2015-01-17', '2014-03-24', '2013-05-05', '2012-02-17', '2011-05-20', '2010-03-14', '2009-09-20', '2009-01-09']"
SLCT6,2021135,8.0,REGENTS PARK,CHATELAINE DR,THOUSAND OAKS DR,415,27.0,0.21,10/6/2016 0:00,28517,,PM Thin Surface Treatment,C,B,B,2021.0,2019.0,2017.0,Residential,2860,1,,REGENTS PARK|CHATELAINE DR|THOUSAND OAKS DR,"['2016-10-06', '2015-05-27', '2014-08-16', '2013-11-22', '2013-04-12', '2012-04-11', '2010-08-18', '2009-06-20', '2008-10-26', '2007-08-02']"
SLCT6,2033643,8.0,REGENTS PARK,THOUSAND OAKS DR,2923,1171,27.0,0.6,10/6/2016 0:00,28517,,PM Thin Surface Treatment,D,C,C,2021.0,2019.0,2017.0,Residential,2860,1,,REGENTS PARK|2923|THOUSAND OAKS DR,"['2016-10-06', '2015-09-11', '2014-12-12', '2013-10-24', '2012-09-09', '2011-08-29', '2010-05-22', '2009-03-04', '2008-07-12', '2007-07-29']"
SLCT6,2033730,8.0,REGENTS PARK,2701,CHATELAINE DR,449,27.0,0.23,10/6/2016 0:00,28517,,PM Thin Surface Treatment,C,C,C,2021.0,2019.0,2017.0,Residential,2860,1,,REGENTS PARK|2701|CHATELAINE DR,"['2016-10-06', '2015-10-22', '2014-12-31', '2014-02-18', '2013-03-29', '2012-06-22', '2011-03-29', '2010-06-12', '2010-02-22', '2009-01-12']"
SLURRY,2035195,5.0,BRANTLEY BND,10001,ALCOTT LN,542,29.0,0.3,10/6/2016 0:00,27631,,PM Thin Surface Treatment,F,C,C,2022.0,2019.0,2017.0,Residential,2860,1,,BRANTLEY BND|10001|ALCOTT LN,"['2016-10-06', '2015-10-07', '2014-07-20', '2013-09-10', '2013-01-25', '2012-04-14', '2011-01-21', '2009-05-15', '2008-03-19', '2007-01-11']"
SLURRY,2042134,5.0,BRANTLEY BND,ALCOTT LN,BRANTLEY CV,495,29.0,0.27,10/6/2016 0:00,27632,,PM Thin Surface Treatment,C,D,D,2022.0,2019.0,2017.0,Residential,2860,1,,BRANTLEY BND|ALCOTT LN|BRANTLEY CV,"['2016-10-06', '2015-09-16', '2014-08-12', '2013-10-24', '2012-12-27', '2011-12-30', '2011-02-10', '2010-09-15', '2010-01-17', '2008-12-23']"
SLURRY,2042130,5.0,GWENDOLYN LN,ALCOTT LN,ALCOTT LN,1289,29.0,0.71,10/6/2016 0:00,27634,,PM Thin Surface Treatment,C,C,C,2022.0,2019.0,2017.0,Residential,2860,1,,GWENDOLYN LN|ALCOTT LN|ALCOTT LN,"['2016-10-06', '2015-08-10', '2014-01-18', '2013-03-02', '2011-09-02', '2010-11-13', '2009-11-11', '2008-10-21', '2007-08-25', '2006-09-28']"
SLURRY,2027740,5.0,HOWELLWOOD WAY,CURLEW DR,GARRETTSON DR,143,29.0,0.08,10/6/2016 0:00,27636,,PM Thin Surface Treatment,B,B,B,2022.0,2019.0,2017.0,Residential,2860,1,,HOWELLWOOD WAY|CURLEW DR|GARRETTSON DR,"['2016-10-06', '2016-03-20', '2014-11-17', '2014-06-13', '2013-06-08', '2012-06-05', '2011-07-04', '2010-09-05', '2009-02-11', '2008-03-11']"
SLURRY,2042194,2.0,FLAXEN DR,8001,THAXTON RD,314,27.0,0.16,10/6/2016 0:00,27654,,PM Thin Surface Treatment,F,D,D,2022.0,2019.0,2017.0,Residential,2860,1,,FLAXEN DR|8001|THAXTON RD,"['2016-10-06', '2016-02-07', '2015-03-18', '2013-09-04', '2013-03-11', '2011-12-27', '2010-12-28', '2010-04-12', '2008-12-05', '2008-02-01']"
SLURRY,2023010,2.0,TALL SHADOWS DR,EVENING SHADOWS DR,CARSON CREEK BLVD,949,27.0,0.49,10/6/2016 0:00,27712,,PM Thin Surface Treatment,A,B,B,2021.0,2019.0,2017.0,Residential,2860,1,,TALL SHADOWS DR|CARSON CREEK BLVD|EVENING SHADOWS DR,"['2016-10-06', '2015-10-18', '2014-09-17', '2013-06-25', '2012-08-17', '2011-08-16', '2010-08-23', '2009-07-29', '2008-08-05', '2007-06-03']"
SLURRY,2033282,3.0,CALMAR CV,GARDNER RD,6112,335,27.0,0.17,10/6/2016 0:00,27714,,PM Thin Surface Treatment,C,A,A,2021.0,2018.0,2018.0,Residential,2860,1,,CALMAR CV|6112|GARDNER RD,"['2016-10-06', '2016-07-02', '2014-12-26', '2013-08-18', '2012-11-28', '2011-06-29', '2010-11-02', '2009-07-05', '2008-08-31', '2007-08-25']"
SLURRY,2033265,3.0,GARDNER CV,GARDNER RD,1110,286,37.0,0.2,10/6/2016 0:00,27716,,PM Thin Surface Treatment,D,C,C,2021.0,2018.0,2018.0,Residential,2860,1,,GARDNER CV|1110|GARDNER RD,"['2016-10-06', '2015-09-05', '2014-09-20', '2013-08-02', '2012-10-03', '2012-02-03', '2010-08-04', '2009-10-18', '2008-11-13', '2007-11-17']"
SLCT6,2033629,8.0,TAMRANAE CT,HAVRE LAFITTE DR,1225,277,27.0,0.14,10/6/2016 0:00,28624,,PM Thin Surface Treatment,C,C,C,2021.0,2019.0,2017.0,Residential,2860,1,,TAMRANAE CT|1225|HAVRE LAFITTE DR,"['2016-10-06', '2016-02-03', '2015-04-09', '2013-11-26', '2012-08-24', '2011-12-28', '2010-08-23', '2009-08-09', '2008-03-21', '2007-01-31']"
SLURRY,2046234,2.0,CORNISH HEN CV,CORNISH HEN LN,CUL DE SAC,143,36.0,0.1,10/6/2016 0:00,27616,,PM Thin Surface Treatment,D,B,B,2022.0,2019.0,2017.0,Residential,2860,1,,CORNISH HEN CV|CORNISH HEN LN|CUL DE SAC,"['2016-10-06', '2015-09-24', '2014-10-21', '2014-05-10', '2013-09-09', '2012-07-02', '2011-07-19', '2010-09-03', '2009-05-28', '2008-04-26']"
SLURRY,2035199,5.0,BRANTLEY CV,10201,BRANTLEY BND,109,40.0,0.08,10/6/2016 0:00,27633,,PM Thin Surface Treatment,F,F,F,2022.0,2019.0,2017.0,Collector,2860,1,,BRANTLEY CV|10201|BRANTLEY BND,"['2016-10-06', '2015-06-05', '2014-07-27', '2013-06-06', '2012-01-07', '2010-12-24', '2009-10-10', '2008-05-28', '2006-11-03', '2006-01-11']"
SLURRY,2035187,5.0,COLQUITT CV,HOWELLWOOD WAY,2607,88,40.0,0.07,10/6/2016 0:00,27635,,PM Thin Surface Treatment,F,F,F,2022.0,2019.0,2017.0,Collector,2860,1,,COLQUITT CV|2607|HOWELLWOOD WAY,"['2016-10-06', '2015-11-13', '2014-10-07', '2013-12-08', '2012-11-09', '2011-06-03', '2010-04-25', '2009-03-30', '2008-08-14', '2007-04-04']"
SLURRY,2034159,2.0,ACORN GROVE CT,LARK CREEK DR,5009,158,27.0,0.08,10/6/2016 0:00,27660,,PM Thin Surface Treatment,F,D,D,2022.0,2019.0,2017.0,Residential,2860,1,,ACORN GROVE CT|5009|LARK CREEK DR,"['2016-10-06', '2016-03-20', '2015-06-06', '2014-04-13', '2013-04-17', '2012-02-14', '2011-06-25', '2010-08-12', '2009-07-09', '2008-10-12']"
SLURRY,2034164,2.0,WALNUT HOLLOW CV,LARK CREEK DR,5804,86,27.0,0.04,10/6/2016 0:00,27661,,PM Thin Surface Treatment,F,D,D,2022.0,2019.0,2017.0,Residential,2860,1,,WALNUT HOLLOW CV|5804|LARK CREEK DR,"['2016-10-06', '2016-01-27', '2015-02-08', '2013-12-15', '2013-01-15', '2012-05-03', '2011-03-04', '2010-06-11', '2009-06-02', '2008-10-26']"
PMOL,3257373,1.0,LESLIE AVE,ASTOR PL,ELMIRA RD,348,27.0,0.18,10/6/2016 0:00,26710,,PM Overlay,D,D,D,2021.0,2018.0,2018.0,Residential,2860,1,,LESLIE AVE|ASTOR PL|ELMIRA RD,"['2016-10-06', '2015-06-27', '2014-01-31', '2013-01-30', '2011-08-26', '2010-10-30', '2010-05-08', '2009-02-21', '2008-06-20', '2007-09-23']"
PMOL,2033259,3.0,SAUCEDO ST,1100,ALF AVE,571,27.0,0.29,10/6/2016 0:00,26770,,PM Overlay,D,C,C,2021.0,2018.0,2018.0,Residential,2860,1,,SAUCEDO ST|1100|ALF AVE,"['2016-10-06', '2015-03-03', '2014-04-24', '2012-12-25', '2011-10-15', '2010-07-04', '2009-08-06', '2008-07-04', '2007-04-24', '2006-06-01']"
SLURRY,2031657,10.0,MOUNTAINWOOD CIR,HYRIDGE DR,8722,500,27.0,0.26,10/7/2016 0:00,27771,,PM Thin Surface Treatment,C,C,C,2020.0,2018.0,2018.0,Residential,2859,1,,MOUNTAINWOOD CIR|8722|HYRIDGE DR,"['2016-10-07', '2016-01-29', '2015-03-21', '2014-01-09', '2012-08-08', '2011-08-10', '2010-07-11', '2009-10-22', '2008-06-28', '2007-04-22']"
SLURRY,2030880,6.0,LADY SUZANNES CT,7401,LOS INDIOS TRL,550,27.0,0.28,10/7/2016 0:00,27792,,PM Thin Surface Treatment,C,D,D,2020.0,2018.0,2018.0,Residential,2859,1,,LADY SUZANNES CT|7401|LOS INDIOS TRL,"['2016-10-07', '2015-10-26', '2014-10-16', '2013-05-06', '2011-11-21', '2011-01-04', '2009-10-13', '2009-01-12', '2008-01-11', '2007-01-29']"
SLURRY,2032421,10.0,MOON LARK CT,3700,WESTLAKE DR,195,27.0,0.1,10/7/2016 0:00,27722,,PM Thin Surface Treatment,D,C,C,2021.0,2019.0,2017.0,Residential,2859,1,,MOON LARK CT|3700|WESTLAKE DR,"['2016-10-07', '2015-09-30', '2014-05-29', '2013-06-05', '2012-05-18', '2011-05-03', '2010-06-19', '2009-06-13', '2008-08-17', '2007-03-21']"
SLURRY,2032420,10.0,NEEDLES DR,3400,GUN BOW CT,695,27.0,0.36,10/7/2016 0:00,27725,,PM Thin Surface Treatment,C,C,C,2021.0,2019.0,2017.0,Residential,2859,1,,NEEDLES DR|3400|GUN BOW CT,"['2016-10-07', '2015-06-28', '2014-04-21', '2013-04-29', '2012-03-29', '2011-08-04', '2010-11-05', '2010-04-10', '2009-06-11', '2009-02-10']"
SLURRY,2032416,10.0,NATIVE DANCER CV,3500,CARRY BACK LN,418,23.0,0.18,10/7/2016 0:00,27726,,PM Thin Surface Treatment,C,C,C,2021.0,2019.0,2017.0,Residential,2859,1,,NATIVE DANCER CV|3500|CARRY BACK LN,"['2016-10-07', '2015-12-20', '2015-02-17', '2014-01-20', '2013-05-08', '2012-07-25', '2011-06-09', '2010-05-19', '2009-06-24', '2008-05-11']"
SLURRY,2032340,10.0,LOOKOUT LN,RIVA RIDGE RD,3320,599,27.0,0.31,10/7/2016 0:00,27730,,PM Thin Surface Treatment,D,B,B,2021.0,2019.0,2017.0,Residential,2859,1,,LOOKOUT LN|3320|RIVA RIDGE RD,"['2016-10-07', '2015-10-09', '2014-07-22', '2013-02-06', '2012-03-13', '2011-04-23', '2010-08-13', '2009-12-05', '2009-01-21', '2008-05-21']"
SLURRY,2032347,10.0,MILL REEF CV,2900,RIVA RIDGE RD,239,27.0,0.12,10/7/2016 0:00,27733,,PM Thin Surface Treatment,D,D,D,2021.0,2019.0,2017.0,Residential,2859,1,,MILL REEF CV|2900|RIVA RIDGE RD,"['2016-10-07', '2015-10-13', '2015-01-03', '2013-11-24', '2012-11-11', '2012-03-20', '2011-03-26', '2010-04-29', '2009-04-04', '2008-07-07']"
SLURRY,2032199,10.0,TOM WOOTEN CV,5800,TOM WOOTEN DR,319,27.0,0.17,10/7/2016 0:00,27739,,PM Thin Surface Treatment,B,B,B,2021.0,2018.0,2018.0,Residential,1739,2,1120.0,TOM WOOTEN CV|5800|TOM WOOTEN DR,"['2016-10-07', '2014-02-17', '2010-11-14', '2008-06-13', '2005-09-26', '2003-02-28', '1998-09-13', '1995-04-13', '1991-11-17']"
SLURRY,2032419,10.0,NASHUA CT,NEEDLES DR,6111,194,24.0,0.09,10/7/2016 0:00,27723,,PM Thin Surface Treatment,F,D,F,2021.0,2019.0,2017.0,Residential,2859,1,,NASHUA CT|6111|NEEDLES DR,"['2016-10-07', '2015-12-05', '2014-12-03', '2013-08-18', '2012-06-20', '2011-06-08', '2010-02-11', '2009-02-21', '2007-11-30', '2007-02-08']"
SLURRY,2032351,10.0,ROUND TABLE CV,5801,ROUND TABLE RD,422,27.0,0.22,10/7/2016 0:00,27732,,PM Thin Surface Treatment,C,C,B,2021.0,2019.0,2017.0,Residential,2859,1,,ROUND TABLE CV|5801|ROUND TABLE RD,"['2016-10-07', '2015-12-03', '2014-12-26', '2013-11-07', '2012-11-08', '2012-03-26', '2011-02-16', '2009-11-05', '2008-10-21', '2007-07-11']"
SLURRY,2030432,6.0,DAKOTA LN,UTE TRL S,12910,406,27.0,0.21,10/10/2016 0:00,27791,,PM Thin Surface Treatment,C,C,C,2020.0,2018.0,2018.0,Residential,2856,1,,DAKOTA LN|12910|UTE TRL S,"['2016-10-10', '2015-05-26', '2014-10-30', '2013-11-16', '2012-11-22', '2011-12-03', '2010-09-08', '2009-10-01', '2008-07-24', '2007-03-07']"
SLURRY,2030884,6.0,LOS INDIOS CV,LOS INDIOS TRL,7809,178,27.0,0.09,10/10/2016 0:00,27798,,PM Thin Surface Treatment,F,C,C,2020.0,2018.0,2018.0,Residential,2856,1,,LOS INDIOS CV|7809|LOS INDIOS TRL,"['2016-10-10', '2015-12-02', '2014-09-13', '2013-07-07', '2012-05-28', '2011-07-14', '2010-04-21', '2008-07-29', '2007-05-29', '2006-04-20']"
SLCT6,2021124,8.0,HAVRE LAFITTE DR,CHATELAINE DR,TAMRANAE CT,644,27.0,0.33,10/10/2016 0:00,28257,,PM Thin Surface Treatment,B,B,B,2021.0,2019.0,2017.0,Residential,2856,1,,HAVRE LAFITTE DR|CHATELAINE DR|TAMRANAE CT,"['2016-10-10', '2015-04-24', '2014-03-16', '2012-12-23', '2012-03-22', '2011-02-25', '2010-01-03', '2008-07-24', '2007-07-29', '2006-07-01']"
SLCT6,2021525,8.0,HAVRE LAFITTE DR,GROSVENER CT,CHATELAINE DR,160,27.0,0.08,10/10/2016 0:00,28257,,PM Thin Surface Treatment,F,C,C,2021.0,2019.0,2017.0,Residential,2856,1,,HAVRE LAFITTE DR|CHATELAINE DR|GROSVENER CT,"['2016-10-10', '2015-04-14', '2014-07-14', '2013-10-25', '2012-08-08', '2011-03-29', '2009-11-07', '2008-10-31', '2007-09-20', '2006-10-10']"
SLCT6,2021526,8.0,HAVRE LAFITTE DR,TAMRANAE CT,GROSVENER CT,295,27.0,0.15,10/10/2016 0:00,28257,,PM Thin Surface Treatment,A,B,B,2021.0,2019.0,2017.0,Residential,2856,1,,HAVRE LAFITTE DR|GROSVENER CT|TAMRANAE CT,"['2016-10-10', '2015-11-21', '2015-04-05', '2013-11-22', '2012-10-26', '2012-01-05', '2011-03-06', '2009-11-02', '2009-01-23', '2007-07-14']"
SLCT6,2033707,8.0,HAVRE LAFITTE DR,1101,CHATELAINE DR,129,27.0,0.07,10/10/2016 0:00,28257,,PM Thin Surface Treatment,F,C,C,2021.0,2019.0,2017.0,Residential,2856,1,,HAVRE LAFITTE DR|1101|CHATELAINE DR,"['2016-10-10', '2015-10-10', '2015-01-31', '2013-07-31', '2012-06-01', '2011-05-11', '2010-06-09', '2009-07-23', '2008-07-23', '2007-08-18']"
SLCT6,2033710,8.0,CHATELAINE CV,1101,CHATELAINE DR,407,27.0,0.21,10/10/2016 0:00,28039,,PM Thin Surface Treatment,C,C,C,2021.0,2019.0,2017.0,Residential,2855,2,1.0,CHATELAINE CV|1101|CHATELAINE DR,"['2016-10-10', '2016-09-10', '2016-08-11', '2016-07-12', '2016-06-12', '2016-05-13', '2016-04-13', '2016-03-14', '2016-02-13']"
SLCT6,2033733,8.0,LAND CREEK CV,1001,LIBERTY PARK DR,371,27.0,0.19,10/10/2016 0:00,28320,,PM Thin Surface Treatment,F,C,C,2021.0,2019.0,2017.0,Residential,2856,1,,LAND CREEK CV|1001|LIBERTY PARK DR,"['2016-10-10', '2015-09-22', '2015-01-24', '2014-01-15', '2013-03-03', '2012-03-30', '2010-11-01', '2010-03-15', '2009-03-05', '2007-11-16']"
SLURRY,2034790,5.0,MEADOW CIR,BISSEL LN,6811,214,27.0,0.11,10/10/2016 0:00,27647,,PM Thin Surface Treatment,C,D,D,2022.0,2019.0,2017.0,Residential,2856,1,,MEADOW CIR|6811|BISSEL LN,"['2016-10-10', '2015-03-26', '2014-06-06', '2013-09-06', '2012-10-02', '2011-10-06', '2011-02-10', '2010-09-30', '2009-12-04', '2009-01-06']"
SLURRY,3431814,2.0,TEEWOOD DR,4700,4701,163,27.0,0.08,10/10/2016 0:00,27655,,PM Thin Surface Treatment,D,B,C,2022.0,2019.0,2017.0,Residential,2856,1,,TEEWOOD DR|4700|4701,"['2016-10-10', '2015-09-06', '2015-03-05', '2013-10-22', '2012-09-26', '2012-03-30', '2011-01-05', '2010-01-05', '2008-12-10', '2008-05-10']"
SLURRY,2045146,2.0,ARNHEM CV,LIPTON LOOP,CUL DE SAC,143,27.1,0.07,10/10/2016 0:00,27309,,PM Thin Surface Treatment,F,C,C,2022.0,2019.0,2017.0,Residential,2856,1,,ARNHEM CV|CUL DE SAC|LIPTON LOOP,"['2016-10-10', '2015-08-10', '2014-09-29', '2013-10-23', '2012-06-24', '2011-07-31', '2010-10-29', '2009-12-08', '2008-11-18', '2008-03-10']"
SLURRY,2031935,4.0,INDIAN QUAIL CIR,QUAIL FIELD DR,9206,245,27.0,0.13,10/10/2016 0:00,27339,,PM Thin Surface Treatment,F,C,C,2020.0,2018.0,2018.0,Residential,2856,1,,INDIAN QUAIL CIR|9206|QUAIL FIELD DR,"['2016-10-10', '2015-11-13', '2015-02-13', '2013-10-11', '2012-10-21', '2011-06-02', '2010-08-29', '2010-01-11', '2009-05-12', '2008-08-04']"
SLURRY,2032191,10.0,KARANKAWA CV,SCOUT ISLAND CIR S,5806,85,18.0,0.03,10/10/2016 0:00,27736,,PM Thin Surface Treatment,F,D,D,2021.0,2018.0,2018.0,Residential,1743,2,1113.0,KARANKAWA CV|5806|SCOUT ISLAND CIR S,"['2016-10-10', '2015-01-04', '2011-08-04', '2007-11-10', '2005-02-21', '2002-06-03', '1998-12-14', '1994-09-23', '1990-06-25']"
